調達機関名,課所名,調達案件名称,入札方式,開札日,年度,設計額,予定価格,調査基準価格,落札金額,落札業者名,参加業者数,分野分類,不調,落札率,調査価格率
さいたま市,さいたま市 建設局北部建設事務所 道路安全対策課,電線共同溝検討業務（市道20280号線）,指名競争入札,2025-10-01,2025,,,,4100000,株式会社日本設計コンサルタント 本店,8,道路,false,,
さいたま市,さいたま市 経済局商工観光部 （経済局商工観光部）,さいたま市地域未来投資促進法に係る基礎調査業務,一般競争入札（標準型）,2025-10-01,2025,,,,4310000,東日本総合計画株式会社 本店,4,測定・検査・調査,false,,
さいたま市,さいたま市 財政局契約管理部 契約課,浦和東部第一特定土地区画整理事業 道路詳細設計等業務（Ｒ７）,指名競争入札,2025-09-30,2025,4420000,4420000,3532000,4200000,埼玉コンサルタント株式会社 本店,5,道路,false,0.95,0.799
さいたま市,さいたま市 財政局契約管理部 契約課,道路バリアフリー詳細設計業務（一般県道岩槻停車場線外１路線）（２債）,指名競争入札,2025-09-30,2025,8800000,8800000,6991000,8300000,株式会社ＧＩＳ関東 本店,6,道路,false,0.943,0.794
さいたま市,さいたま市 建設局下水道部 （建設局下水道部）,芝川第10-3処理分区外雨水整備基本計画策定業務（下計-R7-12）,指名競争入札,2025-09-30,2025,,,,18900000,株式会社日本水工コンサルタント 関東支店,10,下水道,false,,
さいたま市,さいたま市 建設局下水道部 （建設局下水道部）,公共下水道事業計画変更図書作成業務（下計-R7-8）,指名競争入札,2025-09-30,2025,,,,19700000,株式会社ＮＪＳ 関東事務所,10,下水道,false,,
さいたま市,さいたま市 建設局土木部 （建設局土木部）,主要排水路健全度調査業務（河R7）,指名競争入札,2025-09-29,2025,,,,8700000,株式会社日本水工コンサルタント 関東支店,10,下水道,false,,
さいたま市,さいたま市 水道局業務部 管財課,日進浄水場更新事業に伴う民間活力導入可能性調査業務,一般競争入札（標準型）,2025-09-25,2025,,,,61000000,株式会社ＮＪＳ 関東事務所,1,上水道,false,,
さいたま市,さいたま市 財政局契約管理部 契約課,下水道事業改築実施設計業務（南再－Ｒ７－５０７）,一般競争入札（ダイレクト入札）,2025-09-18,2025,17730000,17730000,14229000,14229000,シーエスコンサルタント株式会社 本店,5,下水道,false,0.803,0.803
さいたま市,さいたま市 財政局契約管理部 契約課,（予定事後）準用河川油面川更新詳細設計業務（南河Ｒ７）,一般競争入札（ダイレクト入札）,2025-09-18,2025,20050000,20050000,16110000,16147000,サンコーコンサルタント株式会社 北関東支店,13,河川・砂防,false,0.805,0.803
さいたま市,さいたま市 都市局みどり公園推進部 （都市局みどり公園推進部）,公園利用ルール検討支援業務,指名競争入札,2025-09-18,2025,,,3420000,3437000,株式会社オオバ 北関東支店,5,公園・緑地,false,,
さいたま市,さいたま市 教育委員会事務局生涯学習部 （教育委員会事務局生涯学習部）,さいたま市公民館案内表示板点検業務,指名競争入札,2025-09-18,2025,,,,2700000,株式会社日本設計コンサルタント 本店,5,測定・検査・調査,false,,
さいたま市,さいたま市 水道局業務部 管財課,老朽管布設替工事（その８－４６）の実施設計,指名競争入札,2025-09-18,2025,6890000,6890000,5529000,5529000,株式会社彩都コンサルタント 本店,13,上水道,false,0.802,0.802
さいたま市,さいたま市 水道局業務部 管財課,老朽管布設替工事（その８－４８）の実施設計,指名競争入札,2025-09-18,2025,7530000,7530000,6040000,6040000,株式会社西川設計 本店,7,上水道,false,0.802,0.802
さいたま市,さいたま市 水道局業務部 管財課,老朽管布設替工事（その８－３８）の実施設計,指名競争入札,2025-09-18,2025,8230000,8230000,6603000,6603000,株式会社東洋コンサルタント 埼玉支店,7,上水道,false,0.802,0.802
さいたま市,さいたま市 水道局業務部 管財課,老朽管布設替工事（その８－４２）の実施設計,指名競争入札,2025-09-18,2025,6970000,6970000,5591000,5591000,有限会社テクニスト 埼玉支店,14,上水道,false,0.802,0.802
さいたま市,さいたま市 水道局業務部 管財課,老朽管布設替工事（その８－４３）の実施設計,指名競争入札,2025-09-18,2025,6970000,6970000,5591000,5591000,カツミテクノ株式会社 本店,7,上水道,false,0.802,0.802
さいたま市,さいたま市 水道局業務部 管財課,老朽管布設替工事（その８－４４）の実施設計,指名競争入札,2025-09-18,2025,9040000,9040000,7253000,7253000,株式会社なドマン技術研究所 本店,7,上水道,false,0.802,0.802
さいたま市,さいたま市 水道局業務部 管財課,老朽管布設替工事（その８－４０）の実施設計及び配水支管布設工事（その８－５）の実施設計,指名競争入札,2025-09-18,2025,6160000,6160000,4942000,4942000,株式会社東朋エンジニアリング さいたま営業所,7,上水道,false,0.802,0.802
さいたま市,さいたま市 水道局業務部 管財課,老朽管布設替工事（その８－４１）の実施設計,指名競争入札,2025-09-18,2025,8190000,8190000,6572000,6572000,埼玉コンサルタント株式会社 本店,7,上水道,false,0.802,0.802
さいたま市,さいたま市 水道局業務部 管財課,老朽管布設替工事（その８－３９）の実施設計,指名競争入札,2025-09-18,2025,7660000,7660000,6146000,6146000,株式会社東洋コンサルタント 埼玉支店,7,上水道,false,0.802,0.802
さいたま市,さいたま市 水道局業務部 管財課,老朽管布設替工事（その８－４５）の実施設計,指名競争入札,2025-09-18,2025,8110000,8110000,6506000,6506000,埼玉測量設計株式会社 本店,7,上水道,false,0.802,0.802
さいたま市,さいたま市 水道局業務部 管財課,老朽管布設替工事（その８－３７）の実施設計及び配水支管布設工事（その８－４）の実施設計,指名競争入札,2025-09-18,2025,7410000,7410000,5888000,5888000,株式会社ＧＩＳ関東 本店,7,上水道,false,0.795,0.795
さいたま市,さいたま市 水道局業務部 管財課,老朽管布設替工事（その８－３６）の実施設計,指名競争入札,2025-09-18,2025,5730000,5730000,4597000,4597000,株式会社なドマン技術研究所 本店,7,上水道,false,0.802,0.802
さいたま市,さいたま市 財政局契約管理部 契約課,平面交差点詳細設計業務（主要地方道さいたま幸手線外２路線）,一般競争入札（ダイレクト入札）,2025-09-16,2025,15910000,15910000,12674000,12679000,共和コンサルタント株式会社 本店,14,道路,false,0.797,0.797
さいたま市,さいたま市 財政局契約管理部 契約課,下水道事業改築実施設計業務（北再－Ｒ７－５０２）,一般競争入札（ダイレクト入札）,2025-09-16,2025,21020000,21020000,16871000,16872000,日本工営都市空間株式会社 埼玉事務所,9,下水道,false,0.803,0.803
さいたま市,さいたま市 財政局契約管理部 契約課,下水道事業実施設計業務（南建－Ｒ７－１５１）,指名競争入札,2025-09-09,2025,8630000,8630000,6927000,8000000,株式会社シーエスエンジニアズ 本店,6,下水道,false,0.927,0.803
さいたま市,さいたま市 建設局南部建設事務所 道路維持課,高低差処理調査検討業務（市道Ｆ－３５号線）,指名競争入札,2025-09-09,2025,,,,3880000,塩川設計測量株式会社 本店,8,道路,false,,
さいたま市,さいたま市 財政局契約管理部 契約課,アーバンスポーツができる場所測量設計業務（西区三橋）,指名競争入札,2025-09-04,2025,4870000,4870000,3944000,4580000,カツミテクノ株式会社 本店,6,測量,false,0.94,0.81
さいたま市,さいたま市 財政局契約管理部 契約課,浦和東部第一特定土地区画整理事業 擁壁設計業務（Ｒ７）,指名競争入札,2025-09-04,2025,6070000,6070000,4778000,5760000,株式会社中央測地 本店,6,都市計画,false,0.949,0.787
さいたま市,さいたま市 財政局契約管理部 契約課,下水道事業実施設計業務（北建－Ｒ７－１０３）,指名競争入札,2025-09-04,2025,8790000,8790000,7054000,8200000,株式会社関東工社 本店,6,下水道,false,0.933,0.803
さいたま市,さいたま市 建設局北部建設事務所 下水道再整備課,下水道事業耐震基本設計業務（北再-R7-661）,指名競争入札,2025-09-03,2025,,,,10355000,サンコーコンサルタント株式会社 北関東支店,10,下水道,false,,
さいたま市,さいたま市 建設局北部建設事務所 道路建設課,主要地方道さいたま春日部線岩槻橋工事監理支援業務（R7）（2債）,指名競争入札,2025-09-03,2025,,,,3700000,八千代エンジニヤリング株式会社 関東センター,8,発注者支援,false,,
さいたま市,さいたま市 建設局北部建設事務所 道路安全対策課,大橋耐震補強調査検討業務,指名競争入札,2025-09-03,2025,,,,17500000,株式会社長大 北関東支店,10,橋梁,false,,
さいたま市,さいたま市 財政局契約管理部 契約課,三橋中央通線三橋２工区道路詳細設計業務（Ｒ７）（２債）,一般競争入札（ダイレクト入札）,2025-09-02,2025,26230000,26230000,21056000,21070000,株式会社ジェーエステック 本店,15,道路,false,0.803,0.803
さいたま市,さいたま市 都市局まちづくり推進部 （都市局まちづくり推進部）,指扇土地区画整理事業 換地修正・画地確定測量外業務（R7-2単契）,指名競争入札,2025-09-02,2025,,,,426000,東日本総合計画株式会社 本店,5,測量,false,,
さいたま市,さいたま市 建設局下水道部 （建設局下水道部）,鴨川第42処理分区雨水整備基本計画策定業務（下計-R7-11）,指名競争入札,2025-08-29,2025,,,,12800000,株式会社ＮＪＳ 関東事務所,10,下水道,false,,
さいたま市,さいたま市 建設局下水道部 （建設局下水道部）,下水道地震対策基本検討業務（下計-R7-9）,指名競争入札,2025-08-29,2025,,,,19700000,日本工営株式会社 北関東事務所,10,下水道,false,,
さいたま市,さいたま市 建設局土木部 （建設局土木部）,令和７年度駅前広場再整備方針検討業務,指名競争入札,2025-08-28,2025,,,,11800000,株式会社エイト日本技術開発 北関東支店,10,公園・緑地,false,,
さいたま市,さいたま市 建設局土木部 （建設局土木部）,都市計画道路西町諏訪線（西町工区）道路予備設計業務,指名競争入札,2025-08-28,2025,,,,6800000,株式会社高島テクノロジーセンター 埼玉営業所,10,道路,false,,
さいたま市,さいたま市 水道局業務部 管財課,老朽管布設替工事（その８－２４）の実施設計,指名競争入札,2025-08-28,2025,8400000,8400000,6740000,6740000,株式会社協振技建 さいたま事業所,6,上水道,false,0.802,0.802
