取得日時,入札方式,調達案件名称,案件番号,開札日,年度,設計額,予定価格,調査基準価格,課所名,発注部局,落札業者名,落札金額,参加業者数,分野分類,発注方式,不調,落札率,調査価格率
2026/05/20 14:30:21,指名競争入札,（ゼロ債務）砂防維持修繕工事（猪俣川測量設計業務委託）,25100157181,2026-03-05,2025,3329000,3329000,2623000,埼玉県 県土整備部 本庄県土整備事務所,県土整備部,株式会社間正測量設計事務所 本店,3070000,9,河川・砂防,指名競争入札,false,0.922,0.788
2026/05/20 14:30:23,一般競争入札（ダイレクト入札）,南部流域処理場機械濃縮設備補機ポンプ等改築実施設計業務委託,25200157178,2026-03-05,2025,17337000,17337000,13936000,埼玉県 下水道局 荒川左岸南部下水道事務所,下水道局,新日本設計株式会社 関東事務所,13936000,11,下水道,一般競争入札（ダイレクト入札）,false,0.804,0.804
2026/05/20 14:30:29,指名競争入札,砂防維持修繕工事（工事監督支援業務委託Ｒ８）,25000279153,2026-03-05,2025,8475000,8475000,6861000,埼玉県 県土整備部 東松山県土整備事務所,県土整備部,サンコーコンサルタント株式会社 北関東支店,6861000,12,施工監理,指名競争入札,false,0.81,0.81
2026/05/20 14:30:31,一般競争入札（ダイレクト入札）,河川改修工事（忍川・工事監督支援業務委託その４）,25000266503,2026-03-05,2025,12469000,12469000,10094000,埼玉県 県土整備部 行田県土整備事務所,県土整備部,三和建設コンサルタンツ株式会社 埼玉事務所,10094000,8,施工監理,一般競争入札（ダイレクト入札）,false,0.81,0.81
2026/05/20 14:30:33,指名競争入札,（ゼロ債務）自転車通行工事（路面標示設計業務委託・愛宕工区）,25100157136,2026-03-04,2025,7755000,7755000,6231000,埼玉県 県土整備部 北本県土整備事務所,県土整備部,塩川設計測量株式会社 本店,6231000,14,道路,指名競争入札,false,0.803,0.803
2026/05/20 14:30:35,指名競争入札,（ゼロ債務）自転車通行工事（路面標示設計業務委託・中妻工区）,25100157135,2026-03-04,2025,8567000,8567000,6883000,埼玉県 県土整備部 北本県土整備事務所,県土整備部,埼玉コンサルタント株式会社 本店,6883000,14,道路,指名競争入札,false,0.803,0.803
2026/05/20 14:30:37,指名競争入札,（ゼロ債務）自歩道整備工事（小敷谷交差点修正設計業務委託）,25100157127,2026-03-04,2025,9009000,9009000,7201000,埼玉県 県土整備部 北本県土整備事務所,県土整備部,株式会社アドバンス 本店,7900000,14,道路,指名競争入札,false,0.877,0.799
2026/05/20 14:30:40,指名競争入札,自転車歩行者道整備工事（阿須工区道路測量設計業務委託）,25000261860,2026-03-03,2025,5532000,5532000,4410000,埼玉県 県土整備部 飯能県土整備事務所,県土整備部,株式会社セントラル測量 本店,5150000,11,道路,指名競争入札,false,0.931,0.797
2026/05/20 14:30:42,指名競争入札,橋りょう架換工事（建武橋道路付属物設計業務委託）,25100157065,2026-03-03,2025,6620000,6620000,5320000,埼玉県 県土整備部 飯能県土整備事務所,県土整備部,株式会社大成 本店,6200000,11,橋梁,指名競争入札,false,0.937,0.804
2026/05/20 14:30:44,指名競争入札,道路改築工事（秩父公園橋交差点交通量調査業務委託）,25100157122,2026-03-03,2025,3379000,3379000,2597000,埼玉県 県土整備部 秩父県土整備事務所,県土整備部,秩父測量設計株式会社 本店,3140000,10,道路,指名競争入札,false,0.929,0.769
2026/05/20 14:30:46,指名競争入札,（ゼロ債務）５６４６災害防除工事（土留修繕設計業務委託）,25100157131,2026-03-02,2025,3203000,3203000,2576000,埼玉県 県土整備部 さいたま県土整備事務所,県土整備部,株式会社建設技術センター 本店,2576000,12,地質・地盤,指名競争入札,false,0.804,0.804
2026/05/20 14:30:49,指名競争入札,５６４１道路環境整備工事（鳩ヶ谷地下道側道冠水対策設計業務委託）,25000277174,2026-03-02,2025,7736000,7736000,6217000,埼玉県 県土整備部 さいたま県土整備事務所,県土整備部,塩川設計測量株式会社 本店,6217000,12,道路,指名競争入札,false,0.804,0.804
2026/05/20 14:30:54,指名競争入札,道環境（４６３ＢＰ冠水状況調査）,25100157158,2026-03-02,2025,5354000,5354000,4299000,埼玉県 県土整備部 川越県土整備事務所,県土整備部,三協測量設計株式会社 本店,4980000,12,測定・検査・調査,指名競争入札,false,0.93,0.803
2026/05/20 14:30:56,指名競争入札,交差点（所沢青梅（北野天神前）修正測量設計）,25100157155,2026-03-02,2025,8608000,8608000,6780000,埼玉県 県土整備部 川越県土整備事務所,県土整備部,司測量設計調査株式会社 本店,8000000,12,道路,指名競争入札,false,0.929,0.788
2026/05/20 14:30:59,随意契約,道路改築工事（費用便益分析業務委託）,25000278951,2026-02-27,2025,1646000,1646000,,埼玉県 県土整備部 西関東連絡道路建設事務所,県土整備部,,,3,道路,随意契約,true,,
2026/05/20 14:31:01,一般競争入札（ダイレクト入札）,道路改築工事（長尾根バイパス環境調査業務委託その２）,25000270509,2026-02-27,2025,9271000,9271000,7444000,埼玉県 県土整備部 西関東連絡道路建設事務所,県土整備部,セントラルコンサルタント株式会社 北関東営業所,7444000,32,道路,一般競争入札（ダイレクト入札）,false,0.803,0.803
2026/05/20 14:31:03,一般競争入札（ダイレクト入札）,道路改築工事（長尾根バイパス環境調査業務委託その１）,25000270476,2026-02-27,2025,11000000,11000000,8831000,埼玉県 県土整備部 西関東連絡道路建設事務所,県土整備部,東洋技研コンサルタント株式会社 埼玉営業所,8831000,31,道路,一般競争入札（ダイレクト入札）,false,0.803,0.803
2026/05/20 14:31:05,一般競争入札（ダイレクト入札）,道路改築工事（積算技術業務委託その２）,25000267694,2026-02-26,2025,11383000,11383000,9137000,埼玉県 県土整備部 道路街路課,県土整備部,株式会社スリーエスコンサルタンツ 埼玉営業所,9137000,9,発注者支援,一般競争入札（ダイレクト入札）,false,0.803,0.803
2026/05/20 14:31:07,一般競争入札（ダイレクト入札）,道路改築工事（積算技術業務委託その１）,25000268025,2026-02-26,2025,11537000,11537000,9261000,埼玉県 県土整備部 道路街路課,県土整備部,株式会社セリオス 埼玉営業所,9261000,9,発注者支援,一般競争入札（ダイレクト入札）,false,0.803,0.803
2026/05/20 14:31:09,一般競争入札（ダイレクト入札）,道路改築工事（積算技術業務委託その５）,25000267761,2026-02-26,2025,11921000,11921000,9569000,埼玉県 県土整備部 道路街路課,県土整備部,株式会社アイ・ディー・エー 埼玉営業所,9569000,9,発注者支援,一般競争入札（ダイレクト入札）,false,0.803,0.803
2026/05/20 14:31:12,一般競争入札（ダイレクト入札）,道路改築工事（積算技術業務委託その３）,25000268115,2026-02-26,2025,13867000,13867000,11131000,埼玉県 県土整備部 道路街路課,県土整備部,株式会社ＵＲリンケージ 埼玉事務所,11131000,9,発注者支援,一般競争入札（ダイレクト入札）,false,0.803,0.803
2026/05/20 14:31:14,一般競争入札（ダイレクト入札）,道路改築工事（積算技術業務委託その４）,25000267705,2026-02-26,2025,14308000,14308000,11484000,埼玉県 県土整備部 道路街路課,県土整備部,三和建設コンサルタンツ株式会社 埼玉事務所,11484000,9,発注者支援,一般競争入札（ダイレクト入札）,false,0.803,0.803
2026/05/20 14:31:19,一般競争入札（ダイレクト入札）,５３１８社会資本整備総合交付金（交通安全）工事（歩道詳細設計業務委託）,25000266990,2026-02-26,2025,9204000,9204000,7307000,埼玉県 県土整備部 越谷県土整備事務所,県土整備部,ＮｉＸＪＡＰＡＮ株式会社 埼玉営業所,7307000,25,道路,一般競争入札（ダイレクト入札）,false,0.794,0.794
2026/05/20 14:31:22,指名競争入札,砂防施設（補助）工事（下モ地すべり概成判断業務委託）,25000273260,2026-02-25,2025,5726000,5726000,4503000,埼玉県 県土整備部 東松山県土整備事務所,県土整備部,株式会社オオバ 北関東支店,4503000,13,河川・砂防,指名競争入札,false,0.786,0.786
2026/05/20 14:31:24,指名競争入札,砂防施設（補助）工事（Ｒ８空堀川地すべり観測業務委託）,25000273264,2026-02-25,2025,9046000,9046000,7155000,埼玉県 県土整備部 東松山県土整備事務所,県土整備部,株式会社復建技術コンサルタント 埼玉事務所,7155000,13,河川・砂防,指名競争入札,false,0.791,0.791
2026/05/20 14:31:26,一般競争入札（ダイレクト入札）,総委重）砂防施設（補助）工事（Ｒ８上の山地すべり観測業務委託）,25000266611,2026-02-25,2025,18105000,18105000,14458000,埼玉県 県土整備部 東松山県土整備事務所,県土整備部,日本工営株式会社 北関東事務所,14458000,9,河川・砂防,総合評価,false,0.799,0.799
2026/05/20 14:31:28,一般競争入札（ダイレクト入札）,（ゼロ債務）河川改修工事（飯盛川排水機場操作規則検討業務委託）,25100156830,2026-02-24,2025,14849000,14849000,11919000,埼玉県 県土整備部 飯能県土整備事務所,県土整備部,株式会社ニュージェック 埼玉事務所,11919000,6,河川・砂防,一般競争入札（ダイレクト入札）,false,0.803,0.803
2026/05/20 14:31:30,指名競争入札,社資（維持）工事（久那工区測量設計業務委託）,25000266711,2026-02-24,2025,5612000,5612000,4414000,埼玉県 県土整備部 秩父県土整備事務所,県土整備部,株式会社間瀬コンサルタント 北関東営業所,4414000,11,測量,指名競争入札,false,0.787,0.787
2026/05/20 14:31:32,一般競争入札（ダイレクト入札）,南部流域荒川中継汚水ポンプ設備改築実施設計業務委託（ＤＸ）,25200156924,2026-02-20,2025,15195000,15195000,12213000,埼玉県 下水道局 荒川左岸南部下水道事務所,下水道局,中日本建設コンサルタント株式会社 北関東事務所,12248000,11,下水道,一般競争入札（ダイレクト入札）,false,0.806,0.804
2026/05/20 14:31:35,指名競争入札,（ゼロ債務）河改（新河岸川護岸設計）,25100157001,2026-02-20,2025,5828000,5828000,4602000,埼玉県 県土整備部 川越県土整備事務所,県土整備部,応用地質株式会社 東京支社,4608000,11,河川・砂防,指名競争入札,false,0.791,0.79
2026/05/20 14:31:37,指名競争入札,（ゼロ債務）舗装道（舗装たわみ量調査）,25100156973,2026-02-20,2025,7171000,7171000,5671000,埼玉県 県土整備部 川越県土整備事務所,県土整備部,ニチレキ株式会社 埼玉営業所,5671000,11,道路,指名競争入札,false,0.791,0.791
2026/05/20 14:31:39,指名競争入札,５１２０街整（スクラム）（土地利用履歴調査委託）,25000270403,2026-02-20,2025,2815000,2815000,2261000,埼玉県 県土整備部 朝霞県土整備事務所,県土整備部,株式会社アースリサーチ 本店,2261000,11,補償,指名競争入札,false,0.803,0.803
2026/05/20 14:31:46,一般競争入札（ダイレクト入札）,（ゼロ債務）総委重）河川改修工事（小山川堤防強化設計業務委託その２）７６９,25338778722,2026-02-19,2025,15391000,15391000,12364000,埼玉県 県土整備部 熊谷県土整備事務所,県土整備部,株式会社ジェーエステック 本店,12364000,20,河川・砂防,総合評価,false,0.803,0.803
2026/05/20 14:31:48,一般競争入札（ダイレクト入札）,（ゼロ債務）総委重）河川改修工事（小山川堤防強化設計業務委託その１）７６８,25338778720,2026-02-19,2025,15391000,15391000,12364000,埼玉県 県土整備部 熊谷県土整備事務所,県土整備部,株式会社建設技術研究所 関東事務所,12364000,20,河川・砂防,総合評価,false,0.803,0.803
2026/05/20 14:31:50,指名競争入札,（ゼロ債務）舗装道整備工事（ＦＷＤ調査業務委託）５２５,25100156796,2026-02-19,2025,7214000,7214000,5615000,埼玉県 県土整備部 熊谷県土整備事務所,県土整備部,グリーン・コンサルタント株式会社 関東営業所,5615000,12,道路,指名競争入札,false,0.778,0.778
